,/'DataLog'/'Speed',/'DataLog'/'FrontBPS',/'DataLog'/'RearBPS',/'DataLog'/'Active_Regen_Flag ',/'DataLog'/'RegenStatus',/'DataLog'/'Regen_Flag',/'DataLog'/'Regen_Limit',/'DataLog'/'Rear_Bps_Value',/'DataLog'/'Front_BPS_Value',/'DataLog'/'Throttle',/'DataLog'/'Torque_Act',/'DataLog'/'Kalman_Filter_SOC',/'DataLog'/'STA_BrakeStatus ',/'DataLog'/'Vehicle_Speed',/'DataLog'/'Throttle(%)'
1.9000000000000001,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
1.9100000000000001,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,93.0,1.0,1.0,14.0
1.92,2001.0,3.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,93.0,1.0,1.0,15.0
1.93,2041.0,1.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
1.94,2129.0,10.8,21.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,14.0
1.95,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,46.0
1.96,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,50.0
1.97,2519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,93.0,1.0,1.0,100.0
1.98,2663.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,5.0,93.0,1.0,1.0,100.0
1.99,2798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,93.0,1.0,1.0,100.0
2.0,2893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.0100000000000002,2936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,93.0,1.0,1.0,100.0
2.02,2946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,93.0,1.0,1.0,100.0
2.0300000000000002,2938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,23.0
2.04,2924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,34.0
2.05,2908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
2.06,2945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,69.0
2.07,2981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,93.0,1.0,1.0,13.0
2.08,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,93.0,1.0,1.0,25.0
2.09,3236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,93.0,1.0,1.0,100.0
2.1,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,93.0,1.0,1.0,100.0
2.11,3407.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,93.0,1.0,1.0,100.0
2.12,3518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,2.0,93.0,1.0,1.0,100.0
2.13,3612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,93.0,1.0,1.0,100.0
2.14,3624.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,93.0,1.0,1.0,100.0
2.15,3621.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,93.0,1.0,1.0,21.0
2.16,3603.0,2.9,6.5,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,93.0,1.0,1.0,100.0
2.17,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,25.0
2.18,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,19.0
2.19,3511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,-0.0,93.0,1.0,1.0,100.0
2.2,3478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.21,3429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.22,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,93.0,1.0,1.0,100.0
2.23,3374.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,93.0,1.0,1.0,100.0
2.24,3363.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,93.0,1.0,1.0,100.0
2.25,3355.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,93.0,1.0,1.0,11.0
2.2600000000000002,3320.0,4.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,93.0,1.0,1.0,4.0
2.27,3290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,93.0,1.0,1.0,31.0
2.2800000000000002,3260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,93.0,1.0,1.0,100.0
2.29,3227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,93.0,1.0,1.0,100.0
2.3000000000000003,3177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
2.31,3143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.32,3127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,93.0,1.0,1.0,100.0
2.33,3095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.34,3079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.35,3036.0,2.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,93.0,1.0,1.0,3.0
2.36,3013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,14.0
2.37,3039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,93.0,1.0,1.0,22.0
2.38,3070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,93.0,1.0,1.0,100.0
2.39,3141.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,93.0,1.0,1.0,100.0
2.4,3205.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,93.0,1.0,1.0,100.0
2.41,3236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.42,3228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.43,3208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.44,3196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.45,3171.0,0.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.46,3145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.47,3124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,93.0,1.0,1.0,3.0
2.48,3136.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,93.0,1.0,1.0,61.0
2.49,3194.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,93.0,1.0,1.0,100.0
2.5,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.5100000000000002,3261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.52,3255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.5300000000000002,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,31.0
2.54,3196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.5500000000000003,3170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.56,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,93.0,1.0,1.0,0.0
2.57,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,93.0,1.0,1.0,41.0
2.58,3120.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,93.0,1.0,1.0,100.0
2.59,3095.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,93.0,1.0,1.0,100.0
2.6,3067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,93.0,1.0,1.0,100.0
2.61,3019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,26.0
2.62,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,72.0
2.63,2957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.64,2928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.65,2902.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,9.0
2.66,2889.0,4.5,9.1,0.0,0.0,1.0,0.0,0.0,0.0,76.0,0.0,93.0,1.0,1.0,0.0
2.67,2863.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,46.0
2.68,2835.0,1.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,93.0,1.0,1.0,0.0
2.69,2789.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,4.0
2.7,2757.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
2.71,2741.0,6.6,13.3,0.0,0.0,1.0,0.0,0.0,0.0,37.0,-0.0,93.0,1.0,1.0,30.0
2.72,2709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.73,2677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.74,2630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.75,2614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.7600000000000002,2586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,93.0,1.0,1.0,100.0
2.77,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,93.0,1.0,1.0,0.0
2.7800000000000002,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.79,2523.0,7.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,0.0
2.8000000000000003,2551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,93.0,1.0,1.0,54.0
2.81,2629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,93.0,1.0,1.0,100.0
2.82,2785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.0,93.0,1.0,1.0,100.0
2.83,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,93.0,1.0,1.0,50.0
2.84,2882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.85,2897.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.0,93.0,1.0,1.0,100.0
2.86,2894.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,0.0,93.0,1.0,1.0,0.0
2.87,2880.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.88,2864.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
2.89,2857.0,2.6,6.1,0.0,0.0,0.0,1.0,0.0,0.0,45.0,3.0,93.0,1.0,1.0,18.0
2.9,2878.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,5.0,93.0,1.0,1.0,100.0
2.91,2952.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,5.0,93.0,1.0,1.0,9.0
2.92,3045.0,0.9,2.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,93.0,1.0,1.0,78.0
2.93,3144.0,11.3,21.8,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,93.0,1.0,1.0,0.0
2.94,3236.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,93.0,1.0,1.0,100.0
2.95,3303.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
2.96,3332.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,77.0,0.0,93.0,1.0,1.0,100.0
2.97,3330.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.98,3322.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
2.99,3301.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,93.0,1.0,1.0,100.0
3.0,3266.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.0100000000000002,3245.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,89.0,2.0,93.0,1.0,1.0,100.0
3.02,3258.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
3.0300000000000002,3283.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.04,3358.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,93.0,1.0,1.0,100.0
3.0500000000000003,3454.0,1.7,4.2,0.0,0.0,1.0,10.0,0.0,0.0,4.0,4.0,93.0,1.0,1.0,100.0
3.06,3585.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,2.0,93.0,1.0,1.0,100.0
3.0700000000000003,3609.0,2.1,5.2,0.0,0.0,1.0,3.0,0.0,0.0,52.0,0.0,93.0,1.0,1.0,21.0
3.08,3624.0,7.7,15.5,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,25.0
3.09,3617.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.1,3584.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48.0,-0.0,93.0,1.0,1.0,100.0
3.11,3556.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.12,3542.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.13,3492.0,4.9,9.8,0.0,0.0,0.0,3.0,0.0,0.0,85.0,0.0,93.0,1.0,1.0,0.0
3.14,3459.0,2.5,5.9,0.0,0.0,0.0,3.0,0.0,0.0,85.0,0.0,93.0,1.0,1.0,1.0
3.15,3428.0,0.4,0.9,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,13.0
3.16,3396.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,81.0,0.0,93.0,1.0,1.0,64.0
3.17,3380.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,51.0,-0.0,93.0,1.0,1.0,21.0
3.18,3323.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.19,3285.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,47.0,0.0,93.0,1.0,1.0,100.0
3.2,3268.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,77.0,0.0,93.0,1.0,1.0,100.0
3.21,3218.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
3.22,3188.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,99.0,0.0,93.0,1.0,1.0,100.0
3.23,3158.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.24,3143.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.25,3095.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.2600000000000002,3062.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.27,3025.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,73.0,0.0,93.0,1.0,1.0,100.0
3.2800000000000002,3007.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,93.0,1.0,1.0,100.0
3.29,2958.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.3000000000000003,2923.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.31,2902.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.3200000000000003,2864.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.33,2829.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.34,2783.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.35,2758.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,66.0,0.0,93.0,1.0,1.0,100.0
3.36,2747.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,1.0,93.0,1.0,1.0,100.0
3.37,2742.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,13.0,4.0,93.0,1.0,1.0,100.0
3.38,2783.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,42.0,3.0,93.0,1.0,1.0,100.0
3.39,2837.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
3.4,2885.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.41,2886.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.42,2873.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.43,2864.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,32.0,0.0,93.0,1.0,1.0,100.0
3.44,2835.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
3.45,2820.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,40.0,1.0,93.0,1.0,1.0,100.0
3.46,2809.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,70.0,0.0,93.0,1.0,1.0,100.0
3.47,2788.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,18.0,0.0,93.0,1.0,1.0,100.0
3.48,2745.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.49,2726.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.5,2705.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
3.5100000000000002,2666.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.52,2616.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.5300000000000002,2587.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.54,2563.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
3.5500000000000003,2553.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.56,2575.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.5700000000000003,2654.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.58,2764.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.59,2888.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.6,2954.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.61,3157.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.62,3295.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.63,3435.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.64,3575.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.65,3714.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.66,3849.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
3.67,3980.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.68,4104.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.69,4279.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
3.7,4335.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
3.71,4444.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
3.72,4495.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
3.73,4646.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
3.74,4733.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,3.0,93.0,1.0,1.0,100.0
3.75,4799.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,0.0
3.7600000000000002,4835.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,0.0
3.77,4848.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,33.0
3.7800000000000002,4845.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.79,4842.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.8000000000000003,4824.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.81,4810.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.8200000000000003,4795.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.83,4779.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.84,4756.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.85,4748.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.86,4736.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.87,4728.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.88,4727.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.89,4730.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.9,4736.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.91,4739.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,24.0
3.92,4743.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.93,4747.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.94,4749.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.95,4750.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.96,4747.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
3.97,4746.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
