,/'DataLog'/'Speed',/'DataLog'/'FrontBPS',/'DataLog'/'RearBPS',/'DataLog'/'Active_Regen_Flag ',/'DataLog'/'RegenStatus',/'DataLog'/'Regen_Flag',/'DataLog'/'Regen_Limit',/'DataLog'/'Rear_Bps_Value',/'DataLog'/'Front_BPS_Value',/'DataLog'/'Throttle',/'DataLog'/'Torque_Act',/'DataLog'/'Kalman_Filter_SOC',/'DataLog'/'STA_BrakeStatus ',/'DataLog'/'Vehicle_Speed',/'DataLog'/'Throttle(%)'
41.68,6711.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,0.0
41.69,6711.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,0.0
41.7,6709.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,0.0
41.71,6708.0,1.4,3.5,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,0.0
41.72,6704.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.730000000000004,6701.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.74,6700.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.75,6700.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,5.0
41.76,6700.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,37.0
41.77,6699.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.78,6699.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.79,6701.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
41.800000000000004,6704.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,93.0,1.0,2.0,100.0
41.81,6705.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,93.0,1.0,2.0,99.0
41.82,6703.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,93.0,1.0,2.0,81.0
41.83,6688.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,89.0
41.84,6658.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,8.0,-1.0,93.0,1.0,2.0,0.0
41.85,6610.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,91.0,-1.0,93.0,1.0,2.0,0.0
41.86,6547.0,16.6,29.4,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-2.0,93.0,1.0,2.0,0.0
41.87,6511.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,93.0,1.0,2.0,93.0
41.88,6410.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,93.0,1.0,2.0,92.0
41.89,6355.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
41.9,6308.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
41.910000000000004,6248.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,41.0,0.0,93.0,1.0,2.0,100.0
41.92,6230.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,93.0,1.0,2.0,100.0
41.93,6212.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,43.0,3.0,93.0,1.0,2.0,100.0
41.94,6214.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,55.0,1.0,93.0,1.0,2.0,100.0
41.95,6201.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,97.0,0.0,93.0,1.0,2.0,100.0
41.96,6171.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,14.0,-0.0,93.0,1.0,2.0,100.0
41.97,6134.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,100.0
41.980000000000004,6114.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,46.0,-0.0,93.0,1.0,2.0,100.0
41.99,6072.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,88.0,-0.0,93.0,1.0,2.0,100.0
42.0,5997.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,40.0,-0.0,93.0,1.0,2.0,100.0
42.01,5971.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,22.0,-1.0,93.0,1.0,2.0,100.0
42.02,5922.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,8.0,-0.0,93.0,1.0,2.0,100.0
42.03,5875.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,93.0,1.0,2.0,100.0
42.04,5795.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,93.0,1.0,2.0,100.0
42.050000000000004,5728.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,93.0,1.0,2.0,100.0
42.06,5689.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-2.0,93.0,1.0,2.0,100.0
42.07,5605.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-2.0,93.0,1.0,2.0,100.0
42.08,5559.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-2.0,93.0,1.0,2.0,100.0
42.09,5401.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-3.0,93.0,1.0,2.0,100.0
42.1,5287.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,93.0,1.0,2.0,97.0
42.11,5194.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,97.0
42.12,5100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,90.0
42.13,5053.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,88.0
42.14,5031.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,81.0
42.15,4993.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,77.0
42.160000000000004,4938.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,81.0
42.17,4903.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,81.0
42.18,4886.0,1.4,3.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,14.0
42.19,4853.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,1.0
42.2,4802.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,79.0
42.21,4787.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,80.0
42.22,4752.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,78.0
42.230000000000004,4719.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,78.0
42.24,4671.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,78.0
42.25,4639.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,78.0
42.26,4621.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,72.0
42.27,4589.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,71.0
42.28,4541.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,69.0
42.29,4510.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.300000000000004,4492.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.31,4461.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.32,4413.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.33,4381.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.34,4365.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,67.0
42.35,4318.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.36,4303.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.37,4272.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.38,4241.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.39,4195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.4,4180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.410000000000004,4149.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.42,4104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.43,4073.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,67.0
42.44,4043.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.45,4014.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,67.0
42.46,3983.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,67.0
42.47,3969.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.480000000000004,3925.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.49,3894.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,67.0
42.5,3880.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,64.0
42.51,3837.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,64.0
42.52,3808.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,62.0
42.53,3778.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,64.0
42.54,3764.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,64.0
42.550000000000004,3721.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,64.0
42.56,3693.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,64.0
42.57,3664.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,64.0
42.58,3650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,61.0
42.59,3609.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,60.0
42.6,3580.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,64.0
42.61,3552.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,63.0
42.62,3539.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,65.0
42.63,3510.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,65.0
42.64,3469.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,69.0
42.65,3442.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,70.0
42.660000000000004,3414.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,70.0
42.67,3387.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,72.0
42.68,3360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,72.0
42.69,3347.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,72.0
42.7,3306.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,72.0
42.71,3279.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,70.0
42.72,3252.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,72.0
42.730000000000004,3239.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,72.0
42.74,3199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,73.0
42.75,3173.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,74.0
42.76,3148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,74.0
42.77,3122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,74.0
42.78,3082.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,78.0
42.79,3070.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,78.0
42.800000000000004,3044.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,80.0
42.81,3019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,80.0
42.82,2980.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,80.0
42.83,2968.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,71.0
42.84,2942.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,71.0
42.85,2917.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,71.0
42.86,2891.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,71.0
42.87,2878.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,70.0
42.88,2854.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,90.0
42.89,2817.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,92.0
42.9,2791.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,94.0
42.910000000000004,2768.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,95.0
42.92,2757.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,96.0
42.93,2730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,96.0
42.94,2694.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,97.0
42.95,2670.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,97.0
42.96,2647.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,97.0
42.97,2622.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,97.0
42.980000000000004,2598.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,99.0
42.99,2575.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,100.0
43.0,2551.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.01,2528.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.02,2492.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.03,2481.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.04,2457.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.050000000000004,2446.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.06,2411.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,96.0
43.07,2389.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,94.0
43.08,2366.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,93.0
43.09,2333.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,2.0,93.0
43.1,2321.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,93.0
43.11,2298.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,92.0
43.12,2276.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,92.0
43.13,2264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,92.0
43.14,2231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,91.0
43.15,2208.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,91.0
43.160000000000004,2198.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,88.0
43.17,2165.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,87.0
43.18,2143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,90.0
43.19,2122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.2,2099.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.21,2067.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.22,2046.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.230000000000004,2035.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.24,2014.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.25,1994.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.26,1971.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.27,1962.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.28,1930.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.29,1909.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.300000000000004,1878.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.31,1878.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.32,1847.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.33,1827.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.34,1805.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.35,1785.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,47.0,0.0,93.0,1.0,2.0,100.0
43.36,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,93.0,1.0,2.0,100.0
43.37,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.38,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.39,1709.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,1.0,2.0,100.0
43.4,1694.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,93.0,1.0,2.0,100.0
43.410000000000004,1668.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.42,1651.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.43,1651.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,38.0
43.44,1625.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.45,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.46,1598.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,0.0,93.0,1.0,2.0,100.0
43.47,1590.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,2.0,93.0,1.0,2.0,100.0
43.480000000000004,1613.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,4.0,93.0,1.0,2.0,100.0
43.49,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,93.0,1.0,2.0,100.0
43.5,1860.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,93.0,1.0,2.0,100.0
43.51,2064.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,6.0,93.0,1.0,2.0,0.0
43.52,2330.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,91.0,3.0,93.0,1.0,2.0,100.0
43.53,2434.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.54,2463.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.550000000000004,2492.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.56,2497.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.57,2495.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.58,2488.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,93.0,1.0,2.0,100.0
43.59,2480.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,2.0,100.0
43.6,2488.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,4.0,93.0,1.0,2.0,100.0
43.61,2608.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,8.0,93.0,1.0,2.0,100.0
43.62,2685.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,10.0,93.0,1.0,2.0,100.0
43.63,2906.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,14.0,93.0,1.0,2.0,100.0
43.64,3213.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,15.0,93.0,1.0,2.0,100.0
43.65,3743.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,12.0,93.0,1.0,2.0,100.0
43.660000000000004,3907.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,11.0,93.0,1.0,2.0,100.0
43.67,4198.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
43.68,4418.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,4.0,93.0,1.0,2.0,100.0
43.69,4666.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
43.7,4857.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,10.0,93.0,1.0,2.0,100.0
43.71,5076.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,8.0,93.0,1.0,2.0,100.0
43.72,5187.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,8.0,93.0,1.0,2.0,95.0
43.730000000000004,5295.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
43.74,5601.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
43.75,5798.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
43.76,5990.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,7.0,93.0,1.0,2.0,100.0
